codigo_mes;ano;mes;codigo_de_ca;comunidad_autonoma;codigo_provincia;provincia;codigo_municipio;municipio;paro_hombre_edad_25;paro_hombre_edad_25_45;paro_hombre_edad_45;paro_mujer_edad_25;paro_mujer_edad_25_45;paro_mujer_edad_45;paro_agricultura;paro_industria;paro_construccion;paro_servicios;paro_sin_empleo_anterior;total_paro
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12010;Almedíjar;1;2;6;0;0;5;7;1;0;6;0;14
201101;2011;Enero;10;Comunitat Valenciana;12;Castellón/Castelló;12135;Vila-real;385;1814;961;259;1622;656;124;1539;844;2559;631;5697
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12011;Almenara;20;34;47;11;69;57;11;21;16;190;0;238
201101;2011;Enero;10;Comunitat Valenciana;12;Castellón/Castelló;12136;Vilavella, la;5;41;23;7;62;7;3;29;21;89;3;145
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12015;Argelita;6;5;6;0;1;1;11;0;1;7;0;19
201101;2011;Enero;10;Comunitat Valenciana;12;Castellón/Castelló;12139;Vistabella del Maestrazgo;1;15;4;0;5;3;14;1;5;6;2;28
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12017;Ayódar;3;0;2;0;5;2;1;1;1;9;0;12
201101;2011;Enero;10;Comunitat Valenciana;12;Castellón/Castelló;12140;Viver;5;50;22;7;32;15;12;15;43;56;5;131
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12020;Barracas;1;1;2;0;2;3;4;0;0;5;0;9
201101;2011;Enero;10;Comunitat Valenciana;12;Castellón/Castelló;12901;Alquerías del Niño Perdido;17;80;33;11;100;29;10;46;29;161;24;270
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12027;Benicarló;73;252;384;75;401;455;130;129;133;1164;84;1640
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12005;Alcora, l';107;365;181;68;388;163;34;557;154;444;83;1272
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12031;Borriol;22;40;67;12;78;105;7;54;24;204;35;324
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12011;Almenara;32;131;72;27;104;42;16;37;66;274;15;408
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12038;Castellfort;3;1;1;0;2;0;1;1;0;5;0;7
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12014;Ares del Maestrat;0;1;0;1;0;1;0;0;2;1;0;3
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12042;Catí;2;4;3;0;4;0;3;1;1;8;0;13
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12025;Benafigos;0;1;4;0;2;1;3;2;2;1;0;8
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12046;Cirat;2;6;5;0;5;2;6;1;0;12;1;20
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12027;Benicarló;172;777;410;166;679;339;151;316;448;1513;115;2543
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12050;Coves de Vinromà, les;4;12;19;0;21;24;7;14;12;39;8;80
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12028;Benicasim/Benicàssim;58;412;238;37;423;204;29;171;207;840;125;1372
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12052;Chert/Xert;2;2;3;1;7;10;0;5;0;20;0;25
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12031;Borriol;36;156;96;24;134;73;18;118;93;256;34;519
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12055;Chodos/Xodos;1;0;0;0;3;0;0;0;1;3;0;4
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12034;Càlig;13;50;42;8;45;21;12;25;45;93;4;179
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12064;Fuentes de Ayódar;0;1;1;1;0;0;1;1;1;0;0;3
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12038;Castellfort;2;3;0;0;5;0;0;2;2;6;0;10
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12074;Llosa, la;2;4;5;1;14;8;4;3;2;25;0;34
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12039;Castellnovo;5;28;26;4;25;11;3;21;16;57;2;99
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12077;Moncofa;18;40;76;13;85;88;10;34;21;245;10;320
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12049;Costur;3;17;14;1;15;2;2;21;4;19;6;52
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12079;Montanejos;4;6;8;3;4;7;0;1;2;27;2;32
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12052;Chert/Xert;4;8;3;0;12;5;2;9;6;15;0;32
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12081;Navajas;2;11;12;1;10;17;5;2;3;41;2;53
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12057;Eslida;4;19;11;1;16;5;9;6;9;28;4;56
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12082;Nules;32;97;121;43;211;164;37;83;31;488;29;668
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12059;Fanzara;4;8;4;2;8;1;5;4;0;17;1;27
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12083;Olocau del Rey;0;0;0;0;1;0;0;0;0;1;0;1
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12060;Figueroles;5;17;14;9;13;15;6;32;5;28;2;73
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12085;Oropesa del Mar/Orpesa;14;107;190;18;141;184;16;19;61;524;34;654
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12065;Gaibiel;1;5;2;0;2;0;0;0;0;10;0;10
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12092;Puebla de Arenoso;0;4;2;0;2;1;6;0;0;3;0;9
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12067;Geldo;6;19;19;2;19;12;2;21;13;38;3;77
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12095;Ribesalbes;5;4;19;4;15;42;6;27;2;48;6;89
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12070;Jana, la;5;18;7;2;6;1;1;6;18;12;2;39
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12096;Rossell;0;10;18;1;7;26;5;17;6;32;2;62
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12072;Lucena del Cid;9;31;24;6;30;16;0;52;11;42;11;116
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12097;Sacañet;0;0;0;0;0;0;0;0;0;0;0;0
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12075;Mata de Morella, la;1;3;0;0;3;3;2;0;4;4;0;10
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12098;Salzadella, la;3;6;14;0;5;8;3;3;2;25;3;36
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12077;Moncofa;29;149;84;22;133;36;41;49;69;281;13;453
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12113;Toga;1;1;1;0;3;3;2;1;0;6;0;9
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12082;Nules;97;338;168;56;287;96;80;147;149;627;39;1042
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12116;Torralba del Pinar;0;4;2;0;0;1;5;0;0;2;0;7
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12089;Peníscola/Peñíscola;45;221;124;31;201;93;22;34;108;532;19;715
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12118;Torrechiva;0;0;3;0;1;3;1;0;0;6;0;7
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12090;Pina de Montalgrao;1;1;2;1;2;1;4;0;0;3;1;8
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12125;Vall de Almonacid;2;3;12;0;3;3;11;2;2;8;0;23
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12091;Portell de Morella;0;0;4;0;1;1;0;2;2;2;0;6
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12126;Vall d'Uixó, la;131;357;507;114;600;666;116;354;223;1604;78;2375
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12092;Puebla de Arenoso;0;1;2;1;3;0;1;0;0;6;0;7
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12127;Vallibona;0;1;1;0;1;2;1;0;0;4;0;5
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12095;Ribesalbes;4;29;32;11;50;35;6;61;9;81;4;161
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12137;Villores;1;0;0;0;1;0;0;0;0;2;0;2
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12096;Rossell;6;26;23;1;24;21;4;44;14;38;1;101
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12140;Viver;3;8;26;2;15;20;10;4;5;52;3;74
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12097;Sacañet;0;0;1;0;0;0;1;0;0;0;0;1
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12142;Zucaina;0;0;1;1;3;2;1;0;0;6;0;7
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12105;Sierra Engarcerán;5;16;11;2;12;7;6;14;4;24;5;53
201809;2018;Septiembre;10;Comunitat Valenciana;12;Castellón/Castelló;12902;Sant Joan de Moró;6;29;35;7;64;65;3;38;12;141;12;206
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12111;Tírig;1;8;4;1;2;2;0;8;9;1;0;18
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12007;Alfondeguilla;4;5;13;1;10;7;2;4;6;28;0;40
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12120;Torre d'en Doménec, la;0;2;2;0;2;0;1;2;0;3;0;6
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12008;Algimia de Almonacid;0;2;4;0;2;4;0;1;0;11;0;12
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12121;Traiguera;3;39;17;3;28;15;13;20;31;38;3;105
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12009;Almazora/Almassora;94;240;356;69;603;481;53;238;192;1205;155;1843
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12122;Useras/Useres, les;8;19;23;4;27;14;9;31;6;37;12;95
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12012;Altura;7;20;41;9;59;65;13;32;16;133;7;201
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12123;Vallat;1;2;1;0;2;1;3;0;1;3;0;7
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12024;Benafer;1;2;5;1;1;4;2;2;0;9;1;14
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12131;Villamalur;1;0;2;0;1;0;0;1;1;2;0;4
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12026;Benasal;2;7;6;4;12;15;3;10;4;23;6;46
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12133;Villanueva de Viver;2;1;1;0;2;1;3;0;0;4;0;7
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12029;Benlloch;1;10;18;2;17;15;6;4;3;44;6;63
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12134;Vilar de Canes;0;1;1;0;5;0;0;1;0;4;2;7
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12034;Càlig;7;9;23;6;18;30;5;11;9;66;2;93
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12135;Vila-real;418;1859;975;310;1700;688;153;1563;851;2726;657;5950
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12037;Castell de Cabres;0;0;0;0;0;1;0;0;0;1;0;1
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12136;Vilavella, la;8;45;24;11;59;9;14;29;21;86;6;156
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12038;Castellfort;3;1;1;0;1;0;1;0;0;5;0;6
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12141;Zorita del Maestrazgo;0;1;1;1;1;2;0;0;1;5;0;6
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana;735;2082;2860;812;3623;4130;336;1441;1308;9481;1676;14242
201102;2011;Febrero;10;Comunitat Valenciana;12;Castellón/Castelló;12902;Sant Joan de Moró;27;119;55;16;119;44;12;111;60;165;32;380
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12053;Chilches/Xilxes;8;21;20;7;21;31;6;13;7;81;1;108
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12001;Atzeneta del Maestrat;4;25;21;2;22;15;14;21;18;24;12;89
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12057;Eslida;4;8;7;1;7;12;4;1;4;30;0;39
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12003;Albocàsser;3;27;10;5;18;7;6;8;18;27;11;70
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12059;Fanzara;1;2;5;1;5;5;3;0;0;14;2;19
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12004;Alcalà de Xivert;54;339;160;19;177;101;90;55;232;439;34;850
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12063;Fuente la Reina;0;3;2;0;1;1;1;2;0;3;1;7
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12005;Alcora, l';103;351;175;68;387;165;34;538;158;439;80;1249
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12067;Geldo;2;8;12;0;15;19;0;12;6;35;3;56
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12017;Ayódar;4;3;4;1;5;4;4;2;3;10;2;21
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12068;Herbés;0;1;0;0;0;0;0;0;0;1;0;1
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12020;Barracas;0;6;0;0;5;2;3;0;1;8;1;13
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12071;Jérica;5;12;22;3;22;17;7;6;6;57;5;81
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12022;Bejís;1;6;4;1;5;2;0;0;3;16;0;19
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12073;Ludiente;0;3;3;0;2;2;0;3;3;4;0;10
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12024;Benafer;1;9;5;1;5;6;5;1;3;18;0;27
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12075;Mata de Morella, la;1;0;0;0;1;1;0;0;1;2;0;3
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12028;Benicasim/Benicàssim;59;408;234;38;411;207;31;160;208;845;113;1357
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12083;Olocau del Rey;0;0;0;0;2;0;0;0;0;2;0;2
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12031;Borriol;35;155;97;26;138;71;17;115;93;261;36;522
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12085;Oropesa del Mar/Orpesa;28;119;198;23;198;204;23;25;58;629;35;770
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12034;Càlig;17;49;43;10;46;19;15;23;44;98;4;184
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12087;Palanques;0;0;0;0;1;2;0;0;0;3;0;3
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12036;Canet lo Roig;3;10;11;1;10;6;0;9;12;20;0;41
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12088;Pavías;0;0;0;0;1;1;1;0;0;1;0;2
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12038;Castellfort;1;3;0;0;5;0;0;2;0;6;1;9
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12093;Pobla de Benifassà, la;0;2;3;0;5;2;2;2;1;7;0;12
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12041;Castillo de Villamalefa;1;2;0;0;1;0;1;0;0;3;0;4
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12094;Pobla Tornesa, la;4;6;13;2;19;16;1;9;4;43;3;60
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12046;Cirat;0;9;4;0;0;2;3;0;4;8;0;15
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12097;Sacañet;0;1;1;0;0;0;0;1;0;1;0;2
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12048;Cortes de Arenoso;2;5;2;0;9;1;4;3;1;11;0;19
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12102;Santa Magdalena de Pulpis;3;7;7;2;16;9;3;2;4;28;7;44
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12049;Costur;2;15;15;1;18;1;2;21;4;19;6;52
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12105;Sierra Engarcerán;1;2;6;4;6;11;3;3;4;17;3;30
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12052;Chert/Xert;5;9;5;0;11;5;2;11;8;14;0;35
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12107;Sot de Ferrer;3;4;3;1;4;8;4;3;1;13;2;23
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12058;Espadilla;2;1;3;0;3;1;3;0;0;7;0;10
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12108;Sueras/Suera;3;6;7;2;8;12;6;7;0;24;1;38
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12061;Forcall;6;5;2;1;3;3;4;2;5;8;1;20
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12111;Tírig;0;4;3;0;2;0;2;1;0;6;0;9
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12067;Geldo;4;19;20;3;18;13;2;21;11;41;2;77
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12113;Toga;1;1;1;0;3;3;2;1;0;6;0;9
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12069;Higueras;1;0;2;0;1;0;4;0;0;0;0;4
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12118;Torrechiva;0;1;2;0;1;4;1;1;0;6;0;8
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12088;Pavías;0;2;2;0;2;0;3;0;3;0;0;6
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12123;Vallat;0;0;0;0;1;0;0;0;0;1;0;1
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12090;Pina de Montalgrao;1;1;3;1;2;1;5;0;0;3;1;9
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12126;Vall d'Uixó, la;123;311;478;105;527;609;107;348;203;1423;72;2153
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12093;Pobla de Benifassà, la;1;7;7;1;4;3;5;3;5;9;1;23
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12131;Villamalur;0;0;0;0;0;1;0;1;0;0;0;1
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12095;Ribesalbes;6;32;33;11;49;36;7;61;11;82;6;167
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12132;Vilanova d'Alcolea;0;5;4;0;3;13;1;4;1;18;1;25
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12096;Rossell;7;24;23;1;23;24;3;49;14;35;1;102
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12134;Vilar de Canes;0;0;0;0;0;1;0;0;0;1;0;1
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12097;Sacañet;0;0;0;0;0;0;0;0;0;0;0;0
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12135;Vila-real;153;473;670;165;957;1047;83;565;246;2163;408;3465
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12098;Salzadella, la;4;12;11;5;9;8;3;16;8;21;1;49
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12136;Vilavella, la;4;12;10;2;30;16;3;12;3;56;0;74
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12100;Sant Mateu;10;70;28;5;46;17;22;57;35;59;3;176
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12139;Vistabella del Maestrazgo;1;3;8;0;3;4;5;0;3;10;1;19
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12104;Segorbe;52;256;130;50;231;139;27;171;140;470;50;858
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12140;Viver;2;10;30;2;21;20;9;6;6;62;2;85
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12106;Soneja;10;37;29;8;48;15;7;21;25;82;12;147
201810;2018;Octubre;10;Comunitat Valenciana;12;Castellón/Castelló;12142;Zucaina;1;0;1;0;2;2;0;1;0;5;0;6
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12107;Sot de Ferrer;3;8;4;0;16;5;9;5;4;16;2;36
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12003;Albocàsser;1;13;10;6;12;13;2;5;5;39;4;55
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12114;Torás;1;7;6;1;3;0;0;5;4;9;0;18
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12012;Altura;9;19;35;10;51;67;12;40;11;121;7;191
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12115;Toro, El;1;4;5;0;5;5;2;4;2;11;1;20
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12017;Ayódar;2;0;2;0;5;2;1;1;1;8;0;11
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12116;Torralba del Pinar;0;2;0;0;0;0;1;1;0;0;0;2
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12020;Barracas;0;1;3;0;4;4;3;0;0;9;0;12
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12118;Torrechiva;5;7;2;1;1;1;5;1;1;10;0;17
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12022;Bejís;1;2;3;0;4;5;0;3;1;11;0;15
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12120;Torre d'en Doménec, la;0;4;2;0;3;0;3;2;0;3;1;9
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12026;Benasal;2;7;8;4;14;17;3;11;5;28;5;52
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12124;Vall d'Alba;12;95;43;14;68;35;26;84;49;89;19;267
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12027;Benicarló;82;249;366;87;483;469;84;138;111;1318;85;1736
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12125;Vall de Almonacid;2;8;4;1;4;1;0;1;2;16;1;20
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12031;Borriol;26;47;63;9;75;110;9;54;23;210;34;330
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12128;Vilafamés;11;53;31;10;51;18;7;54;26;74;13;174
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12032;Borriana/Burriana;88;288;448;76;632;583;94;187;165;1413;256;2115
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12130;Villahermosa del Río;0;1;6;0;3;1;1;2;2;5;1;11
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12033;Cabanes;5;26;49;8;49;40;12;26;13;107;19;177
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12134;Vilar de Canes;0;1;1;0;5;0;0;1;0;4;2;7
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12036;Canet lo Roig;0;3;15;0;6;8;0;9;2;21;0;32
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12136;Vilavella, la;13;42;27;15;58;8;18;26;22;90;7;163
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12041;Castillo de Villamalefa;0;3;0;0;0;2;1;1;1;2;0;5
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12137;Villores;0;0;0;0;0;1;0;0;1;0;0;1
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12049;Costur;1;4;8;2;10;8;8;10;0;13;2;33
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12138;Vinaròs;164;853;525;139;736;358;172;346;557;1592;108;2775
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12051;Culla;1;2;2;0;2;2;1;1;1;6;0;9
201103;2011;Marzo;10;Comunitat Valenciana;12;Castellón/Castelló;12139;Vistabella del Maestrazgo;1;12;6;0;4;3;11;1;6;6;2;26
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12055;Chodos/Xodos;1;1;1;0;2;0;1;0;1;3;0;5
201104;2011;Abril;10;Comunitat Valenciana;12;Castellón/Castelló;12003;Albocàsser;4;23;11;4;20;7;6;9;17;28;9;69
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12069;Higueras;0;1;1;0;0;0;1;0;0;1;0;2
201104;2011;Abril;10;Comunitat Valenciana;12;Castellón/Castelló;12004;Alcalà de Xivert;43;310;147;17;138;85;76;48;223;359;34;740
201811;2018;Noviembre;10;Comunitat Valenciana;12;Castellón/Castelló;12071;Jérica;7;12;19;2;24;20;8;7;6;61;2;84
201104;2011;Abril;10;Comunitat Valenciana;12;Castellón/Castelló;12007;Alfondeguilla;11;22;21;8;15;15;12;6;21;45;8;92
